"","V1"
"163176",7
"163180",0
"163181",2
"163182",6
"163190",3
"163211",6
"163212",4
"163225",0
"163247",3
"163253",8
"163279",2
"163287",1
"163294",3
"163303",8
"163305",5
"163321",7
"163326",7
"163329",7
"163341",8
"163343",2
"163349",7
"163350",4
"163359",5
"163383",2
"163393",5
"163403",8
"163425",5
"163430",4
"163431",5
"163466",7
"163469",8
"163485",0
"163487",5
"163488",0
"163507",5
"163521",8
"163528",8
"163532",0
"163549",1
"163555",0
"163571",5
"163574",7
"163582",1
"163596",6
"163603",1
"163606",4
"163608",6
"163619",7
"163627",3
"163647",8
"163648",3
"163717",4
"163720",6
"163723",5
"163783",5
"163785",1
"163786",4
"163819",1
"163871",8
"163896",7
"163913",7
"163925",5
"163927",8
"164017",6
"164029",6
"164055",4
"164075",6
"164118",0
"164119",2
"164133",0
"164146",4
"164158",5
"164179",3
"164180",2
"164183",1
"164189",8
"164249",2
"164260",6
"164263",7
"164269",3
"164326",5
"164329",1
"164359",3
"164379",6
"164390",2
"164400",2
"164405",0
"164433",3
"164439",1
"164442",6
"164455",2
"164502",8
"164512",5
"164539",3
"164548",7
"164553",1
"164560",6
"164585",2
"164644",4
"164657",0
"164661",1
"164702",4
"164731",7
"164743",2
"164758",8
"164794",6
"164815",8
"164825",7
"164826",4
"164827",0
"164843",1
"164845",3
"164867",5
"164877",1
"164895",5
"164901",2
"164918",4
"164929",7
"164938",5
"164978",6
"164985",8
"164989",3
"165009",3
"165033",6
"165036",3
"165039",4
"165044",1
"165072",3
"165078",8
"165087",0
"165114",0
"165134",4
"165137",4
"165177",5
"165187",3
"165217",2
"165224",0
"165226",1
"165270",1
"165297",8
"165324",6
"165327",0
"165343",8
"165349",7
"165374",1
"165426",2
"165429",5
"165443",6
"165478",7
"165483",8
"165494",8
"165517",8
"165518",5
"165531",7
"165542",0
"165572",1
"165588",1
"165598",3
"165632",1
"165649",5
"165661",4
"165705",8
"165718",4
"165744",7
"165774",5
"165776",8
"165779",0
"165792",5
"165835",5
"165837",0
"165856",6
"165860",1
"165868",7
"165889",8
"165909",6
"165918",8
"165930",3
"165956",8
"166021",3
"166027",7
"166050",4
"166063",4
"166071",2
"166088",6
"166106",1
"166107",1
"166148",1
"166154",3
"166157",7
"166167",1
"166177",1
"166179",2
"166201",2
"166216",8
"166241",4
"166267",4
"166274",4
"166293",4
"166344",2
"166353",8
"166374",5
"166391",7
"166407",5
"166427",7
"166428",1
"166437",8
"166448",3
"166474",0
"166486",4
"166489",7
"166507",4
"166521",5
"166532",4
"166535",8
"166539",1
"166576",4
"166591",8
"166601",6
"166610",8
"166616",7
"166624",1
"166631",3
"166648",5
"166663",2
"166737",6
"166744",6
"166754",1
"166756",0
"166758",7
"166766",7
"166795",5
"166806",7
"166836",7
"166879",7
"166896",3
"166902",3
"166904",0
"166915",3
"166918",3
"166924",7
"166929",0
"166957",3
"166960",2
"166973",1
"166980",5
"166983",1
"166987",1
"166990",2
"167015",3
"167028",1
"167033",4
"167037",6
"167118",5
"167127",6
"167148",5
"167169",7
"167191",0
"167208",0
"167218",7
"167219",0
"167220",2
"167233",1
"167259",1
"167270",4
"167291",5
"167292",2
"167302",4
"167326",4
"167337",4
"167341",6
"167362",5
"167369",8
"167374",6
"167375",2
"167381",2
"167409",7
"167424",0
"167439",5
"167459",6
"167465",7
"167476",3
"167483",8
"167490",5
"167506",8
"167543",1
"167557",6
"167562",0
"167604",0
"167646",5
"167647",3
"167649",0
"167652",7
"167665",6
"167673",2
"167675",8
"167680",2
"167689",4
"167702",2
"167704",8
"167708",3
"167727",3
"167759",4
"167762",7
"167797",5
"167828",7
"167842",3
"167853",4
"167867",8
"167878",6
"167880",5
"167881",0
"167882",4
"167902",2
"167912",6
"167942",2
"167998",3
"168005",7
"168009",6
"168044",6
"168053",0
"168062",5
"168074",5
"168082",5
"168094",4
"168101",3
"168113",4
"168160",6
"168188",0
"168190",8
"168231",4
"168271",7
"168299",1
"168305",1
"168325",3
"168346",0
"168356",0
"168362",8
"168375",3
"168403",6
"168422",0
"168428",7
"168497",5
"168505",1
"168552",5
"168557",8
"168561",0
"168578",7
"168581",3
"168607",8
"168673",6
"168715",3
"168726",3
"168742",3
"168774",1
"168787",8
"168796",6
"168842",1
"168850",1
"168862",4
"168869",3
"168871",0
"168887",8
"168911",4
"168913",5
"168949",3
"168956",6
"168977",2
"168993",3
"169007",4
"169015",7
"169038",6
"169039",1
"169054",6
"169061",8
"169096",1
"169149",6
"169153",6
"169208",6
"169217",0
"169229",4
"169234",1
"169239",2
"169258",6
"169296",5
"169309",1
"169380",6
"169391",8
"169395",5
"169412",7
"169414",7
"169449",5
"169467",7
"169495",3
"169504",0
"169562",1
"169577",2
"169612",7
"169628",1
"169651",3
"169659",4
"169672",6
"169679",6
"169685",5
"169693",7
"169754",3
"169778",3
"169791",3
"169796",8
"169801",6
"169804",6
"169805",0
"169806",6
"169810",8
"169813",6
"169827",3
"169879",2
"169885",5
"169904",2
"169925",0
"169927",6
"169977",0
"169986",8
"170007",2
"170015",4
"170030",0
"170035",7
"170057",7
"170059",0
"170076",4
"170087",8
"170092",8
"170115",3
"170116",7
"170118",4
"170123",8
"170132",8
"170200",3
"170220",0
"170245",1
"170251",4
"170279",4
"170281",3
"170283",4
"170297",2
"170327",2
"170333",0
"170345",5
"170390",6
"170420",2
"170438",2
"170448",2
"170451",6
"170452",1
"170492",7
"170517",4
"170520",1
"170528",0
"170550",5
"170564",5
"170566",8
"170567",1
"170576",0
"170578",0
"170598",2
"170599",6
"170604",4
"170669",2
"170671",2
"170708",5
"170774",7
"170776",7
"170819",0
"170822",3
"170856",2
"170869",3
"170871",1
"170875",0
"170881",4
"170904",2
"170907",3
"170944",0
"170951",4
"170965",7
"170970",0
"170989",0
"171012",7
"171033",4
"171058",3
"171097",4
"171127",0
"171139",0
"171190",8
"171206",6
"171207",7
"171220",2
"171246",8
"171256",3
"171272",0
"171320",7
"171332",3
"171334",5
"171343",8
"171371",0
"171426",8
"171428",7
"171430",4
"171439",2
"171453",8
"171456",7
"171464",1
"171475",7
"171485",6
"171486",1
"171517",1
"171532",3
"171554",1
"171558",8
"171582",3
"171594",6
"171595",6
"171615",7
"171631",0
"171636",3
"171666",7
"171679",3
"171718",8
"171745",1
"171747",0
"171753",3
"171788",1
"171802",2
"171809",0
"171816",3
"171831",1
"171837",2
"171858",2
"171874",7
"171878",7
"171891",6
"171956",0
"171991",3
"172001",6
"172014",0
"172045",6
"172121",1
"172127",8
"172130",6
"172160",2
"172170",0
"172174",2
"172185",8
"172194",1
"172201",4
"172206",0
"172214",7
"172237",3
"172262",5
"172272",0
"172294",7
"172300",2
"172330",8
"172350",8
"172353",0
"172365",7
"172370",6
"172377",8
"172384",0
"172423",3
"172485",3
"172491",1
"172498",2
"172500",2
"172502",1
"172509",6
"172560",3
"172580",2
"172614",2
"172616",6
"172650",4
"172661",6
"172713",2
"172724",1
"172735",1
"172738",6
"172759",2
"172776",1
"172807",7
"172809",5
"172823",5
"172850",0
"172880",8
"172881",0
"172901",3
"172908",4
"172913",3
"172916",7
"172943",5
"172956",8
"172978",2
"172982",4
"172986",1
"173027",6
"173047",0
"173056",0
"173061",1
"173079",3
"173106",5
"173116",3
"173129",2
"173153",8
"173158",7
"173176",6
"173206",7
"173230",0
"173232",0
"173245",6
"173252",6
"173255",7
"173282",7
"173285",7
"173302",7
"173314",1
"173323",6
"173328",7
"173372",8
"173431",3
"173432",7
"173441",8
"173449",7
"173461",3
"173470",5
"173479",6
"173500",7
"173538",6
"173567",3
"173581",5
"173599",6
"173603",0
"173645",3
"173672",0
"173673",6
"173677",4
"173717",7
"173731",0
"173749",4
"173791",5
"173813",6
"173815",5
"173826",0
"173860",8
"173868",3
"173895",0
"173909",7
"173921",1
"173929",2
"173939",6
"173960",4
"173992",0
"173998",3
"174028",4
"174036",2
"174040",2
"174074",8
"174127",7
"174129",1
"174130",7
"174147",7
"174173",2
"174178",5
"174196",3
"174205",3
"174206",4
"174225",7
"174241",0
"174296",5
"174308",8
"174353",5
"174398",1
"174402",0
"174416",5
"174423",4
"174430",3
"174494",7
"174511",8
"174533",7
"174553",7
"174568",8
"174582",1
"174640",7
"174643",8
"174671",3
"174694",3
"174703",4
"174715",3
"174730",8
"174737",7
"174767",2
"174777",6
"174796",3
"174797",3
"174800",7
"174817",6
"174828",3
"174843",4
"174844",5
"174853",3
"174891",1
"174899",8
"174930",4
"174933",6
"174937",7
"174962",0
"174965",2
"174966",0
"175025",4
"175027",6
"175030",0
"175042",0
"175054",1
"175060",3
"175085",7
"175112",5
"175147",4
"175173",6
"175180",5
"175197",2
"175226",5
"175252",2
"175258",8
"175290",2
"175311",4
"175316",7
"175321",6
"175331",5
"175361",8
"175363",1
"175378",2
"175395",6
"175411",2
"175417",7
"175421",7
"175429",8
"175491",5
"175497",1
"175516",2
"175523",0
"175542",1
"175555",8
"175575",8
"175589",7
"175591",7
"175614",5
"175630",0
"175642",8
"175644",6
"175660",8
"175669",8
"175681",6
"175684",3
"175702",1
"175705",1
"175734",4
"175775",1
"175782",7
"175788",7
"175795",1
"175807",7
"175830",8
"175837",7
"175842",7
"175844",0
"175888",2
"175901",2
"175903",2
"175904",1
"175926",1
"175929",2
"175934",4
"175949",7
"175977",7
"175998",2
"175999",1
"176033",6
"176044",7
"176054",5
"176055",6
"176106",6
"176124",0
"176127",8
"176145",5
"176155",4
"176167",2
"176172",0
"176183",1
"176185",0
"176192",3
"176208",8
"176214",7
"176276",4
"176352",2
"176359",5
"176368",0
"176369",7
"176375",2
"176380",8
"176387",8
"176400",8
"176487",6
"176494",8
"176498",0
"176520",0
"176532",2
"176541",7
"176556",8
"176576",2
"176580",0
"176588",3
"176621",0
"176632",8
"176669",4
"176684",1
"176692",7
"176693",1
"176700",4
"176755",4
"176788",2
"176799",5
"176829",2
"176831",5
"176835",1
"176836",4
"176851",7
"176868",4
"176870",4
"176935",3
"176938",3
"177024",5
"177028",4
"177048",8
"177062",0
"177067",0
"177069",4
"177099",2
"177133",5
"177149",0
"177156",2
"177189",1
"177202",3
"177207",3
"177216",8
"177226",7
"177241",6
"177270",2
"177304",8
"177316",7
"177352",0
"177370",8
"177426",3
"177443",0
"177450",7
"177479",4
"177485",5
"177496",6
"177500",6
"177504",4
"177528",3
"177562",0
"177597",7
"177599",7
"177601",6
"177614",4
"177615",2
"177622",1
"177662",0
"177700",5
"177724",4
"177775",1
"177779",7
"177787",6
"177795",8
"177821",0
"177830",1
"177836",6
"177857",3
"177860",3
"177886",1
"177902",7
"177927",1
"177994",5
"177998",4
"178041",4
"178063",0
"178070",7
"178082",3
"178086",5
"178089",5
"178104",8
"178114",3
"178135",3
"178174",2
"178178",2
"178180",2
"178185",8
"178212",5
"178225",5
"178233",3
"178238",8
"178256",4
"178257",5
"178268",6
"178271",6
"178274",6
"178288",0
"178295",7
"178310",7
"178328",0
"178336",0
"178344",3
"178350",8
"178368",5
"178376",5
"178383",3
"178398",6
"178407",0
"178414",0
"178419",0
"178429",8
"178471",4
"178531",0
"178535",1
"178562",7
"178569",7
"178593",1
"178606",8
"178633",5
"178635",8
"178664",6
"178704",3
"178707",7
"178713",7
"178717",4
"178759",8
"178767",4
"178781",5
"178785",3
"178788",1
"178815",7
"178826",3
"178831",6
"178838",7
"178865",4
"178873",2
"178895",8
"178918",1
"178920",2
"178925",0
"178942",7
"178964",3
"178971",6
"178985",6
"179003",6
"179029",4
"179041",3
"179078",0
"179093",3
"179118",7
"179119",6
"179126",5
"179130",0
"179158",1
"179170",5
"179177",6
"179190",8
"179200",4
"179202",0
"179206",2
"179210",2
"179232",6
"179247",2
"179248",0
"179266",8
"179272",2
"179320",8
"179328",8
"179353",4
"179363",7
"179381",5
"179383",7
"179399",7
"179415",8
"179422",5
"179438",0
"179500",5
"179501",6
"179506",1
"179512",3
"179521",5
"179525",5
"179547",2
"179549",4
"179558",1
"179568",5
"179588",3
"179597",3
"179609",4
"179647",0
"179658",3
"179675",2
"179695",4
"179726",0
"179738",0
"179741",8
"179745",5
"179753",5
"179756",0
"179761",5
"179808",4
"179816",1
"179835",7
"179873",0
"179875",2
"179885",3
"179932",4
"179945",3
"179946",4
"179972",7
"179982",4
"180001",3
"180018",3
"180019",6
"180024",1
"180066",7
"180084",1
"180093",5
"180094",5
"180105",0
"180125",0
"180154",2
"180155",8
"180158",6
"180220",4
"180232",4
"180243",6
"180300",6
"180305",1
"180308",5
"180310",0
"180366",6
"180373",5
"180390",8
"180408",1
"180419",8
"180449",3
"180454",2
"180458",2
"180477",2
"180510",2
"180555",5
"180572",2
"180604",1
"180606",4
"180623",0
"180663",1
"180711",7
"180717",2
"180741",1
"180742",8
"180759",8
"180763",4
"180775",3
"180825",7
"180851",4
"180856",8
"180874",8
"180896",2
"180927",2
"180968",4
"180970",5
"180989",7
"181012",0
"181043",0
"181065",2
"181067",8
"181075",6
"181110",8
"181111",3
"181114",3
"181139",5
"181149",6
"181152",7
"181156",1
"181191",1
"181196",6
"181208",4
"181215",8
"181240",2
"181243",8
"181248",1
"181287",8
"181315",4
"181360",4
"181393",0
"181397",6
"181400",8
"181414",0
"181422",2
"181427",5
"181441",6
"181455",8
"181480",5
"181494",5
"181518",5
"181521",0
"181523",4
"181536",4
"181537",6
"181540",1
"181546",2
"181567",3
"181575",3
"181580",5
"181583",3
"181608",8
"181615",7
"181617",3
"181622",5
"181640",8
"181689",8
"181758",0
"181779",8
"181784",0
"181785",2
"181791",5
"181806",5
"181819",8
"181871",7
"181882",2
"181885",7
"181891",6
"181916",2
"181923",4
"181942",8
"181962",8
"181967",1
"181979",5
"182024",5
"182031",6
"182035",2
"182041",2
"182044",0
"182053",3
"182075",8
"182077",8
"182086",5
"182088",2
"182099",5
"182105",4
"182106",0
"182118",7
"182125",8
"182137",2
"182173",0
"182219",8
"182220",1
"182237",8
"182239",7
"182240",6
"182249",3
"182262",0
"182267",0
"182279",2
"182300",0
"182305",4
"182318",6
"182321",4
"182369",2
"182383",4
"182385",6
"182405",0
"182409",5
"182422",8
"182444",3
"182460",7
"182466",3
"182471",4
"182486",8
"182516",2
"182518",6
"182526",6
"182535",1
"182545",8
"182549",7
"182582",6
"182606",5
"182621",3
"182622",6
"182628",8
"182642",7
"182650",4
"182668",1
"182674",6
"182678",3
"182681",4
"182690",1
"182705",4
"182719",0
"182723",7
"182725",1
"182790",5
"182811",5
"182820",2
"182834",4
"182847",7
"182884",5
"182896",1
"182900",4
"182912",8
"182944",8
"182972",0
"182993",3
"182994",6
"183030",4
"183035",1
"183045",5
"183053",1
"183057",6
"183069",7
"183081",2
"183140",7
"183158",8
"183172",5
"183185",0
"183223",7
"183236",4
"183237",5
"183265",7
"183283",8
"183301",1
"183303",8
"183326",2
"183333",2
"183376",6
"183395",6
"183453",4
"183469",3
"183477",5
"183480",2
"183491",4
"183516",2
"183531",5
"183535",6
"183538",5
"183549",0
"183587",1
"183631",6
"183632",1
"183634",3
"183642",1
"183651",8
"183660",6
"183668",8
"183679",1
"183726",1
"183733",2
"183770",7
"183827",4
"183829",7
"183896",5
"183911",8
"183923",4
"183935",6
"183951",1
"183969",3
"183982",5
"184024",8
"184031",5
"184035",1
"184063",5
"184066",2
"184083",3
"184102",3
"184130",4
"184219",5
"184224",5
"184236",1
"184238",5
"184249",7
"184254",5
"184269",1
"184276",3
"184316",6
"184327",6
"184344",0
"184355",3
"184362",0
"184368",3
"184421",4
"184460",8
"184484",8
"184545",4
"184560",7
"184649",8
"184683",6
"184687",0
"184689",8
"184698",2
"184703",4
"184731",2
"184734",1
"184735",7
"184760",7
"184785",7
"184804",7
"184809",7
"184810",5
"184864",4
"184869",2
"184888",2
"185002",8
"185003",0
"185004",2
"185013",4
"185025",8
"185068",7
"185070",1
"185086",7
"185115",4
"185137",6
"185145",0
"185160",0
"185188",0
"185208",3
"185215",4
"185238",1
"185244",3
"185266",2
"185277",3
"185280",6
"185282",0
"185296",5
"185305",6
"185328",1
"185346",4
"185356",5
"185368",1
"185377",5
"185444",3
"185464",1
"185465",0
"185474",5
"185489",5
"185509",2
"185515",4
"185530",2
"185534",4
"185552",5
"185558",6
"185572",4
"185612",1
"185614",4
"185657",2
"185658",2
"185660",3
"185665",0
"185693",4
"185695",8
"185705",0
"185726",2
"185744",3
"185749",2
"185760",2
"185765",4
"185775",5
"185785",4
"185791",8
"185826",0
"185849",4
"185855",0
"185863",4
"185872",5
"185882",2
"185903",7
"185932",0
"185934",1
"185957",5
"185962",7
"185976",5
"186000",0
"186005",2
"186014",4
"186015",5
"186034",8
"186063",5
"186067",1
"186080",2
"186098",0
"186135",3
"186152",5
"186162",0
"186206",1
"186209",2
"186231",2
"186248",2
"186253",1
"186257",2
"186260",5
"186280",0
"186296",0
"186303",8
"186312",0
"186346",5
"186357",4
"186379",4
"186385",0
"186389",0
"186394",0
"186398",2
"186454",3
"186460",4
"186511",3
"186554",2
"186562",8
"186585",4
"186626",4
"186652",5
"186667",1
"186677",1
"186694",4
"186716",2
"186720",6
"186724",6
"186769",6
"186783",0
"186785",6
"186797",5
"186816",4
"186821",8
"186849",7
"186856",2
"186884",1
"186888",0
"186896",8
"186903",0
"186904",4
"186929",1
"186934",2
"186936",4
"186958",6
"186964",6
"186968",3
"186972",7
"187013",2
"187044",7
"187067",1
"187073",8
"187092",7
"187096",4
"187100",5
"187109",6
"187111",8
"187122",1
"187130",8
"187136",7
"187174",5
"187177",0
"187181",5
"187183",5
"187186",6
"187203",8
"187221",5
"187246",5
"187252",3
"187263",6
"187301",4
"187330",1
"187364",8
"187381",7
"187383",2
"187395",2
"187400",2
"187401",3
"187420",4
"187423",2
"187443",0
"187458",2
"187475",6
"187497",2
"187501",2
"187526",3
"187541",5
"187550",5
"187580",1
"187596",3
"187628",1
"187641",1
"187673",3
"187691",2
"187725",6
"187746",0
"187781",2
"187833",5
"187834",7
"187840",2
"187843",0
"187854",8
"187859",0
"187867",7
"187868",3
"187900",8
"187932",7
"187968",0
"188013",6
"188037",3
"188046",7
"188052",8
"188071",7
"188082",4
"188083",4
"188118",6
"188144",6
"188149",3
"188163",1
"188166",4
"188180",6
"188193",8
"188212",6
"188220",8
"188234",1
"188242",8
"188269",3
"188296",8
"188321",1
"188331",1
"188343",5
"188346",0
"188370",5
"188392",4
"188404",5
"188449",7
"188458",6
"188459",7
"188483",7
"188488",6
"188495",5
"188497",7
"188545",8
"188576",0
"188626",2
"188640",0
"188651",5
"188691",2
"188702",5
"188717",0
"188744",1
"188764",3
"188878",6
"188881",1
"188895",4
"188918",3
"188943",7
"188945",4
"188954",0
"188958",8
"188963",7
"188972",0
"188996",0
"189007",2
"189011",5
"189018",4
"189030",2
"189039",3
"189077",0
"189096",4
"189099",2
"189100",7
"189133",7
"189148",2
"189154",2
"189157",4
"189161",2
"189178",4
"189195",1
"189207",5
"189216",1
"189224",8
"189225",6
"189245",8
"189250",1
"189261",8
"189270",3
"189290",5
"189317",3
"189325",4
"189342",3
"189373",0
"189396",6
"189430",0
"189478",2
"189497",6
"189516",5
"189519",6
"189527",7
"189531",2
"189546",5
"189550",8
"189558",5
"189564",8
"189571",8
"189585",0
"189597",5
"189714",8
"189731",0
"189735",1
"189753",1
"189763",5
"189768",6
"189776",5
"189797",2
"189804",8
"189816",0
"189832",6
"189848",3
"189856",6
"189873",4
"189893",0
"189894",2
"189895",1
"189941",0
"189943",2
"189995",5
"190003",5
"190040",3
"190072",7
"190077",5
"190090",4
"190102",1
"190117",0
"190138",3
"190139",6
"190140",3
"190144",1
"190146",6
"190176",4
"190182",1
"190185",5
"190194",5
"190219",7
"190228",0
"190237",2
"190259",5
"190266",1
"190278",6
"190282",7
"190291",3
"190312",3
"190341",7
"190400",5
"190408",0
"190418",4
"190444",1
"190468",5
"190485",8
"190494",4
"190511",8
"190515",5
"190517",0
"190524",4
"190528",7
"190561",2
"190562",3
"190570",5
"190577",5
"190584",3
"190621",5
"190630",0
"190646",7
"190680",5
"190688",6
"190723",1
"190764",4
"190765",7
"190813",0
"190827",2
"190833",6
"190872",6
"190876",5
"190889",5
"190902",4
"190918",6
"190926",2
"190961",3
"191001",0
"191004",1
"191011",2
"191012",1
"191016",0
"191035",4
"191045",0
"191048",6
"191050",4
"191066",1
"191073",6
"191095",4
"191107",2
"191124",6
"191125",6
"191136",7
"191189",3
"191226",5
"191232",8
"191249",6
"191259",1
"191272",2
"191283",0
"191290",4
"191294",4
"191317",3
"191338",3
"191350",8
"191374",4
"191392",3
"191406",6
"191417",4
"191418",5
"191438",5
"191446",7
"191472",8
"191485",2
"191524",1
"191541",6
"191544",3
"191545",3
"191558",1
"191571",2
"191595",5
"191644",0
"191645",0
"191657",6
"191664",5
"191666",3
"191709",5
"191723",6
"191770",7
"191786",6
"191803",6
"191831",4
"191872",5
"191881",6
"191882",5
"191913",2
"191916",1
"191924",5
"192002",7
"192011",2
"192050",4
"192061",7
"192069",1
"192117",4
"192121",4
"192130",3
"192181",0
"192187",0
"192192",3
"192236",5
"192258",0
"192270",1
"192278",3
"192291",0
"192333",3
"192342",1
"192351",0
"192355",1
"192376",7
"192380",0
"192411",8
"192434",1
"192451",1
"192465",6
"192489",6
"192497",7
"192546",8
"192554",3
"192558",2
"192636",1
"192641",3
"192665",8
"192691",4
"192723",7
"192753",3
"192763",4
"192793",0
"192860",7
"192862",0
"192890",5
"192917",7
"192921",1
"192925",7
"192944",2
"192956",2
"192957",1
"192971",1
"192974",5
"192983",2
"192989",1
"193000",3
"193011",6
"193040",7
"193051",5
"193079",0
"193103",4
"193108",8
"193115",0
"193158",4
"193186",6
"193194",1
"193219",1
"193223",7
"193239",4
"193245",6
"193258",4
"193274",6
"193291",3
"193299",6
"193306",2
"193308",0
"193316",6
"193319",3
"193330",6
"193365",0
"193383",1
"193384",4
"193427",1
"193430",8
"193451",1
"193479",5
"193480",5
"193482",0
"193508",5
"193509",8
"193541",4
"193545",2
"193559",3
"193569",4
"193591",4
"193617",8
"193658",1
"193704",7
"193719",3
"193727",0
"193729",2
"193795",1
"193832",1
"193834",2
"193859",7
"193877",6
"193920",7
"193954",3
"193958",2
"193966",3
"194018",1
"194019",8
"194054",4
"194106",7
"194112",4
"194115",1
"194123",8
"194136",1
"194160",3
"194202",7
"194213",2
"194239",4
"194241",3
"194258",5
"194262",6
"194269",6
"194299",2
"194360",7
"194393",1
"194395",5
"194412",8
"194420",1
"194433",4
"194445",3
"194453",2
"194459",8
"194474",2
"194483",8
"194498",4
"194546",5
"194580",0
"194586",7
"194618",7
"194635",7
"194653",2
"194656",2
"194690",2
"194695",0
"194722",8
"194734",0
"194793",8
"194832",7
"194847",7
"194858",6
"194901",1
"194906",8
"194937",6
"194956",2
"194973",2
"194975",2
"194986",1
"195025",7
"195044",0
"195045",3
"195047",3
"195052",7
"195061",7
"195065",1
"195068",6
"195069",0
"195089",6
"195107",8
"195111",4
"195135",2
"195136",3
"195142",5
"195157",8
"195177",2
"195183",3
"195247",6
"195252",1
"195256",7
"195262",5
"195263",6
"195283",5
"195359",0
"195398",6
"195407",6
"195412",8
"195452",2
"195494",8
"195498",0
"195512",3
"195520",6
"195524",2
"195528",6
"195537",8
"195554",6
"195587",0
"195592",3
"195594",2
"195597",2
"195598",2
"195618",2
"195656",2
"195688",4
"195696",7
"195701",5
"195738",2
"195759",6
"195762",7
"195765",7
"195774",1
"195775",7
"195780",3
"195841",5
"195848",4
"195874",3
"195888",2
"195935",4
"195987",8
"195995",8
"196044",0
"196074",8
"196086",0
"196108",1
"196115",2
"196124",2
"196160",5
"196164",8
"196167",6
"196169",7
"196178",4
"196180",2
"196201",6
"196205",0
"196240",3
"196253",4
"196267",3
"196269",8
"196270",6
"196281",7
"196284",8
"196291",8
"196325",6
"196357",3
"196371",8
"196374",2
"196406",3
"196413",1
"196415",7
"196416",5
"196422",8
"196446",7
"196523",1
"196527",0
"196554",3
"196555",0
"196559",8
"196576",4
"196583",8
"196592",7
"196624",5
"196645",3
"196676",3
"196692",4
"196700",6
"196705",4
"196711",5
"196723",2
"196728",7
"196756",3
"196762",4
"196765",1
"196781",6
"196818",8
"196847",2
"196853",5
"196862",4
"196867",1
"196892",4
"196927",5
"196936",3
"197038",6
"197048",3
"197071",2
"197082",8
"197084",2
"197119",3
"197123",2
"197129",6
"197140",6
"197147",4
"197157",0
"197163",7
"197186",4
"197202",5
"197217",2
"197220",2
"197230",7
"197232",6
"197249",3
"197250",8
"197263",4
"197274",2
"197284",5
"197288",1
"197290",4
"197292",8
"197320",4
"197336",8
"197353",7
"197359",2
"197366",7
"197395",0
"197409",6
"197466",4
"197467",6
"197469",7
"197471",3
"197515",7
"197523",1
"197548",4
"197558",4
"197591",3
"197643",1
"197649",5
"197651",3
"197678",6
"197683",5
"197686",0
"197728",5
"197740",2
"197741",7
"197794",1
"197831",5
"197872",6
"197903",1
"197909",0
"197921",0
"197922",2
"197935",4
"197957",3
"197959",0
"197975",6
"197991",8
"198009",2
"198034",5
"198040",4
"198047",7
"198056",5
"198060",6
"198075",1
"198106",5
"198109",3
"198112",6
"198113",0
"198129",3
"198131",1
"198153",1
"198182",4
"198183",3
"198213",3
"198214",7
"198228",2
"198239",6
"198240",2
"198263",8
"198299",5
"198330",7
"198359",7
"198375",0
"198379",8
"198380",1
"198419",3
"198455",4
"198462",0
"198466",3
"198488",4
"198491",1
"198493",3
"198501",6
"198503",7
"198513",7
"198533",2
"198534",1
"198579",7
"198593",1
"198613",6
"198615",6
"198630",3
"198631",5
"198660",4
"198662",3
"198680",6
"198735",0
"198741",4
"198748",6
"198781",2
"198805",6
"198811",8
"198826",5
"198835",1
"198852",6
"198854",8
"198862",7
"198885",0
"198902",3
"198906",5
"198917",3
"198937",4
"198945",2
"198964",5
"199001",1
"199035",8
"199053",7
"199056",5
"199078",2
"199128",2
"199154",2
"199187",6
"199202",7
"199207",1
"199221",3
"199269",4
"199296",2
"199312",1
"199332",7
"199338",7
"199339",5
"199344",3
"199394",3
"199433",3
"199485",8
"199575",1
"199593",0
"199602",0
"199605",5
"199625",5
"199655",3
"199688",3
"199736",5
"199773",2
"199776",6
"199778",7
"199793",8
"199798",2
"199809",0
"199892",4
"199898",5
"199929",2
"199930",2
"199976",6
"199990",4
"200007",1
"200029",1
"200082",7
"200106",1
"200137",0
"200180",7
"200213",4
"200221",3
"200229",0
"200254",2
"200256",3
"200264",8
"200268",1
"200269",0
"200281",4
"200287",5
"200301",1
"200312",0
"200319",3
"200335",0
"200337",4
"200381",2
"200411",5
"200438",4
"200444",8
"200461",2
"200470",5
"200476",1
"200515",4
"200527",3
"200529",5
"200549",4
"200555",8
"200569",7
"200589",6
"200595",1
"200634",0
"200655",0
"200705",6
"200718",0
"200719",5
"200722",0
"200753",4
"200770",8
"200777",1
"200785",7
"200794",6
"200812",7
"200819",8
"200836",8
"200843",4
"200848",6
"200855",0
"200860",2
"200862",8
"200864",6
"200875",3
"200881",5
"200885",8
"200889",6
"200890",5
"200895",1
"200909",6
"200930",4
"200940",7
"200965",6
"200968",6
"200974",4
"200986",4
"200988",1
"201009",1
"201024",0
"201026",5
"201062",3
"201089",3
"201099",2
"201106",3
"201117",5
"201119",5
"201126",3
"201148",0
"201178",1
"201202",3
"201206",3
"201209",7
"201212",7
"201222",8
"201237",5
"201242",2
"201274",1
"201408",8
"201423",3
"201437",7
"201467",1
"201477",1
"201479",4
"201512",2
"201525",0
"201554",8
"201559",0
"201589",5
"201597",5
"201619",5
"201623",2
"201625",6
"201670",1
"201703",0
"201705",1
"201713",3
"201730",7
"201737",0
"201741",0
"201745",2
"201752",0
"201773",7
"201786",7
"201791",4
"201841",6
"201846",8
"201853",7
"201929",3
"201953",6
"201959",2
"201982",0
"201998",3
"201999",3
"202050",5
"202091",0
"202120",5
